fdc_id,brand_owner,gtin_upc,ingredients,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,modified_date,available_date,market_country,discontinued_date
344621,Kellogg Company US,1.00841E+13,"cooked brown rice (long grain brown rice, water), water, mushrooms, onions, rolled oats, mozzarella cheese (pasteurized part-skim milk, cheese cultures, salt, annatto for color, enzymes), hydrated bulgur wheat (water, bulgur wheat), cheddar cheese (pasteurized milk, salt, enzymes, cultures, annatto), soy protein concentrate, contains two percent or less of salt, parsley, modified vegetable gum, wheat gluten, garlic powder, yeast extract, autolyzed yeast extract, spices, citric acid, malted barley, natural flavors, annatto color, whey, maltodextrin, malted barley flour, dehydrated onion, dehydrated mushrooms, guar gum, turmeric color.",142,g,1 patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Thu Nov 16 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
344656,Kellogg Company US,84059000037,"cooked brown rice (long grain brown rice, water), button mushrooms, rolled oats, mozzarella cheese (pasteurized part-skim milk, cultures, salt, enzymes), onions, water, hydrated wheat bulgur (water, bulgur wheat), crimini mushrooms, spices, portabella mushrooms, cheddar cheese (pasteurized milk, salt, enzymes, cultures, annatto color), contains two percent or less of salt, natural flavors, modified vegetable gum, garlic powder, yeast extract, citric acid, whey, malted barley, annatto color, malted barley flour, onion powder, mushroom powder, guar gum, annatto extract (color), turmeric extract (color), soy lecithin.",71,g,1 patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Tue Dec 20 00:00:00 EST 2016,Mon Apr 01 00:00:00 EDT 2019,United States,
344657,Kellogg Company US,84059100058,"cooked brown rice (long grain brown rice, water), button mushrooms, rolled oats, mozzarella cheese (pasteurized part-skim milk, cultures, salt, enzymes), onions, water, hydrated wheat bulgur (water, bulgur wheat), crimini mushrooms, spices, portabella mushrooms, cheddar cheese (pasteurized milk, salt, enzymes, cultures, annatto color), contains two percent or less of salt, natural flavors, modified vegetable gum, garlic powder, yeast extract, citric acid, whey, malted barley, annatto color, malted barley flour, onion powder, mushroom powder, guar gum, annatto extract (color), turmeric extract (color), soy lecithin.",71,g,1 patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Thu Jan 25 00:00:00 EST 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
344744,Kellogg Company US,84059100089,"cooked brown rice (water, brown rice), onions, cooked black beans (black beans, water), whole kernel corn, water, red bell peppers, green chiles, soybean fiber, soy protein concentrate, canola oil, onion juice concentrate, contains two percent or less of soy protein isolate, salt, methylcellulose, spices, corn powder, dried cane syrup, onion powder, caramel color, dried green and red bell peppers, garlic powder, yeast extract, natural flavors, tomato powder, chipotle pepper, sugar, wheat gluten, citric acid.",71,g,1 patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Thu Jan 25 00:00:00 EST 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
344921,Kellogg Company US,84059000426,"cooked brown rice (water, long grain brown rice), onions, portabella mushrooms, crimini mushrooms, spinach, rolled oats, oat fiber, mozzarella cheese (pasteurized part-skim milk, cheese culture, salt, enzymes), water, contains two percent or less of salt, cooked wild rice (long grain wild rice, water), canola oil, soy protein isolate, garlic powder, methylcellulose, soy protein concentrate, natural flavors (contains wheat), yeast extract, caramelized sugar, garlic, onion powder, spices, torula yeast, sugar, wine solids, soy flour, caramel color, sunflower oil.",71,g,1 patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Wed Nov 30 00:00:00 EST 2016,Mon Apr 01 00:00:00 EDT 2019,United States,
344922,Kellogg Company US,84059100010,"water, cooked black beans (black beans, water), cooked brown rice (water, brown rice), soy protein concentrate, onions, whole kernel corn, soy protein isolate, green chiles, canola oil, contains two percent or less of salt, bulgur wheat, spices, red bell peppers, black bean powder, methylcellulose, yeast extract, sugar, onion powder, tomato powder, caramel color, natural flavor, garlic powder, paprika (color), turmeric (color).",85,g,1 patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Thu Nov 16 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
344923,Kellogg Company US,84059100102,"cooked brown rice (water, long grain brown rice), onions, portabella mushrooms, crimini mushrooms, spinach, rolled oats, oat fiber, mozzarella cheese (pasteurized part-skim milk, cheese culture, salt, enzymes), water, contains two percent or less of salt, cooked wild rice (long grain wild rice, water), canola oil, soy protein isolate, garlic powder, methylcellulose, soy protein concentrate, natural flavors (contains wheat), yeast extract, caramelized sugar, garlic, onion powder, spices, torula yeast, sugar, wine solids, soy flour, caramel color, sunflower oil.",71,g,1 patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Thu Jan 25 00:00:00 EST 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
344924,Kellogg Company US,84059100003,"cooked brown rice (water, long grain brown rice), water, whole kernel corn, carrots, onion, whole grain oats, green peppers, corn oil, red bell peppers, soy protein isolate, contains two percent or less of salt, soy sauce (water, soybeans, salt, wheat), onion powder, broccoli, gum blend (carrageenan, konjac flour), carrageenan, methylcellulose, garlic powder, black pepper.",85,g,1 patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Mon Dec 19 00:00:00 EST 2016,Mon Apr 01 00:00:00 EDT 2019,United States,
344943,Kellogg Company US,1.00841E+13,"cooked brown rice (long grain brown rice, water), water, mushrooms, onions, rolled oats, mozzarella cheese (pasteurized part-skim milk, cheese cultures, salt, annatto for color, enzymes), hydrated bulgur wheat (water, bulgur wheat), cheddar cheese (pasteurized milk, salt, enzymes, cultures, annatto), soy protein concentrate, contains two percent or less of salt, parsley, modified vegetable gum, wheat gluten, garlic powder, yeast extract, autolyzed yeast extract, spices, citric acid, malted barley, natural flavors, annatto color, whey, maltodextrin, malted barley flour, dehydrated onion, dehydrated mushrooms, guar gum, turmeric color.",96,g,1 patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Thu Nov 30 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
344944,Kellogg Company US,1.00841E+13,"water, cooked black beans (black beans, water), cooked brown rice (water, brown rice), soy protein concentrate, onions, whole kernel corn, hydrated bulgur wheat (water, bulgur wheat), soy protein isolate, green chiles, canola oil, contains two percent or less of salt, spices, red bell peppers, black bean powder, methylcellulose, yeast extract, sugar, onion powder, tomato powder, caramel color, natural flavor, garlic powder, paprika (color), turmeric (color).",96,g,1 patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Thu Nov 16 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
344945,Kellogg Company US,1.00841E+13,"soy protein concentrate with water for hydration, cooked grain blend (water, three grain blend [wheat, barley, triticale]), mushrooms, rolled oats, onions, broccoli, carrots, water chestnuts, red bell peppers, contains two percent or less of soy protein isolate, salt, yellow bell peppers, bulgur with water for hydration, canola oil, modified vegetable gum, garlic powder, wheat fiber, autolyzed yeast extract, vinegar, onion powder, mustard seed, spices, white wine, citric acid, dextrose, fruit pectin, natural flavor, tartaric acid, sugar, malted barley, annatto for color, garlic juice, coconut oil, sunflower oil.",96,g,1 patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Thu Nov 16 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
344946,Kellogg Company US,1.00841E+13,"cooked brown rice (long grain brown rice, water), water, mushrooms, onions, rolled oats, mozzarella cheese (pasteurized part-skim milk, cheese cultures, salt, annatto for color, enzymes), hydrated bulgur wheat (water, bulgur wheat), cheddar cheese (pasteurized milk, salt, enzymes, cultures, annatto), soy protein concentrate, contains two percent or less of salt, parsley, modified vegetable gum, wheat gluten, garlic powder, yeast extract, autolyzed yeast extract, spices, citric acid, malted barley, natural flavors, annatto color, whey, maltodextrin, malted barley flour, dehydrated onion, dehydrated mushrooms, guar gum, turmeric color.",96,g,1 patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Thu Nov 30 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
344947,Kellogg Company US,1.00841E+13,"water, soy protein concentrate, canola oil, contains two percent or less of methylcellulose, salt, soy protein isolate, onion powder, dextrose, hydrolyzed vegetable protein (corn gluten, wheat gluten, soy protein), yeast extract, modified tapioca starch, maltodextrin, soy sauce (water, soybeans, wheat, salt), sugar, natural flavors, caramel color, garlic powder, spices, whey, disodium inosinate, disodium guanylate, autolyzed yeast extract, soy sauce (water, soybeans, salt, wheat), ascorbic acid, thiamin hydrochloride, corn oil, sesame seed oil, malic acid, succinic acid.",71,g,1 patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Thu Nov 16 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
344948,Kellogg Company US,1.00841E+13,"cooked brown rice (water, organic brown rice), water, organic corn, organic carrots, organic onions, organic green peppers, organic rolled oats, organic canola oil, organic high oleic sunflower oil, organic red bell peppers, organic soy protein flour, contains two percent or less of gum blend (carrageenan, konjac flour), organic soy sauce (water, organic soybeans, salt, organic wheat), organic onion powder, broccoli, sea salt, organic garlic powder, organic black pepper.",91,g,1 patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Thu Nov 16 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
344956,Kashi US,18627100300,"crust (water, wheat flour, white whole wheat flour, crust mix with kashi seven whole grains and sesame blend [wheat gluten, whole oat flour, oat fiber, oat syrup solids, barley malt extract, whole triticale flour, brown rice flour, whole hard red wheat flour, whole rye flour, salt, whole barley flour, whole buckwheat flour, sesame seeds], degermed yellow corn meal, ground flaxseed, yeast, extra virgin olive oil, honey, wheat gluten, wheat starch, garlic powder, canola oil], greek tzatziki sauce (greek yogurt [cultured pasteurized cow's milk, skim milk, cream, cultures], cucumber, garlic puree [garlic, citric acid (preservative)], salt, spices, lemon juice concentrate, cultured sugar, olive oil, xanthan gum), mozzarella cheese (pasteurized part-skim cow's milk, cheese cultures, salt, enzymes), diced tomatoes, artichoke, spinach, feta cheese (pasteurized cow's milk, cheese culture, salt, enzymes), oregano.",149,g,1 pizza,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Mon Nov 06 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
344958,Kashi US,18627102366,"crust (water, wheat flour, white whole wheat flour, crust mix with kashi seven whole grains and sesame blend [wheat gluten, whole oat flour, oat fiber, oat syrup solids, barley malt extract, whole triticale flour, brown rice flour, whole hard red wheat flour, whole rye flour, salt, whole barley flour, whole buckwheat flour, sesame seeds], degermed yellow corn meal, ground flaxseed, yeast, honey, extra virgin olive oil, wheat gluten, wheat starch, garlic powder), sauce (tomatoes [tomatoes, tomato puree, citric acid], roasted red bell pepper pesto [roasted red bell peppers, expeller-pressed canola oil, parmesan cheese [pasteurized part-skim cow's milk, cheese culture, salt, enzymes], balsamic vinegar, basil, sea salt, granulated garlic, black pepper, cayenne pepper], tomatoes [tomatoes, citric acid], dried cane syrup, salt, basil, cornstarch), cheese blend (mozzarella cheese [pasteurized part-skim cow's milk, cheese cultures, salt, enzymes], white cheddar cheese [pasteurized milk, cheese cultures, salt, enzymes, calcium chloride], cheddar cheese [pasteurized milk, cheese cultures, salt, enzymes, calcium chloride, annatto color]), red bell peppers, spinach, feta cheese (pasteurized cow's milk, cheese culture, salt, enzymes), red onion.",156,g,1 pizza,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Mon Nov 06 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
344959,Kashi US,18627102380,"crust (water, wheat flour, white whole wheat flour, crust mix with kashi seven whole grains and sesame blend [wheat gluten, whole oat flour, oat fiber, oat syrup solids, barley malt extract, whole triticale flour, brown rice flour, whole hard red wheat flour, whole rye flour, salt, whole barley flour, whole buckwheat flour, sesame seeds], degermed yellow corn meal, yeast, ground flaxseed, extra virgin olive oil, honey, wheat gluten, wheat starch, garlic powder), tomato parmesan sauce (tomatoes, heavy cream, tomato paste, water, roasted garlic, parmesan cheese [cultured part-skim milk, salt, enzymes], oregano, basil, natural flavors, xanthan gum, citric acid), crimini mushrooms, cheese blend (mozzarella cheese [pasteurized part-skim cow's milk, cheese cultures, salt, enzymes], provolone cheese [pasteurized milk, cheese cultures, salt, enzymes]), spinach.",152,g,1 pizza,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Fri Jan 13 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
344960,Kashi US,18627102403,"crust (water, wheat flour, white whole wheat flour, crust mix with kashi seven whole grains and sesame blend [wheat gluten, whole oat flour, oat fiber, oat syrup solids, barley malt extract, whole triticale flour, brown rice flour, whole hard red wheat flour, whole rye flour, salt, whole barley flour, whole buckwheat flour, sesame seeds], degermed yellow corn meal, yeast, ground flaxseed, honey, extra virgin olive oil, wheat gluten, wheat starch, garlic powder), cheese blend (mozzarella cheese [pasteurized part-skim cow's milk, cheese cultures, salt, enzymes], provolone cheese [pasteurized milk, cheese cultures, salt, enzymes]), sauce (water, tomatoes [tomatoes, tomato puree, citric acid], tomatoes [tomatoes, citric acid], sauce mix [dried cane syrup, maltodextrin, dehydrated garlic, cornstarch, salt, spices and spice extractives, xanthan gum, citric acid], extra virgin olive oil), diced tomatoes, oregano, basil.",147,g,1 pizza,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Mon Nov 06 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
344961,Kashi US,18627102427,"crust (water, wheat flour, white whole wheat flour, crust mix with kashi seven whole grains and sesame blend [wheat gluten, whole oat flour, oat fiber, oat syrup solids, barley malt extract, whole triticale flour, brown rice flour, whole hard red wheat flour, whole rye flour, salt, whole barley flour, whole buckwheat flour, sesame seeds], degermed yellow corn meal, ground flaxseed, yeast, extra virgin olive oil, honey, wheat gluten, wheat starch, garlic powder), sauce (water, tomato paste [tomatoes], extra virgin olive oil, roasted garlic with lemon juice, balsamic vinegar, parmesan cheese [cultured part-skim milk, salt, enzymes], romano cheese [pasteurized milk, cultures, salt, enzymes], dried cane syrup, salt, lemon juice from concentrate [water, concentrated lemon juice], basil, cornstarch, garlic, black pepper, xanthan gum), cheese blend (mozzarella cheese [pasteurized part-skim cow's milk, cheese cultures, salt, enzymes], provolone cheese [pasteurized milk, cheese cultures, salt, enzymes]), broccoli, artichoke, red bell peppers, red onion.",153,g,1 pizza,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Mon Nov 06 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
344968,Kellogg Company US,18627104414,"cooked red quinoa (water, red quinoa), cooked lentils (water, lentils), water, red potatoes, roasted red onions, kale, red bell peppers, cooked black beans, zucchini, corn, extra virgin olive oil, parsley, jalapeno peppers, cilantro, white distilled vinegar, dried garlic, cornstarch, roasted onions, roasted red peppers, carrots, celery, sea salt, cumin, crushed red pepper, oregano, leek juice concentrate, dried tomato, dried green peppers, lemon juice, black pepper.",255,g,1 entree,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Tue Feb 06 00:00:00 EST 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
344976,Kellogg Company US,18627105480,"cooked red quinoa (water, red quinoa), cooked brown rice (water, brown rice), roasted sweet potatoes, cooked black beans, water, tomatoes, roasted red onions, roasted poblano peppers, kale, extra virgin olive oil, tomatoes (ground tomatoes, tomato puree, salt), tamari soy sauce (water, soybeans, salt), cane sugar, parsley, red and green jalapeno peppers, chili pepper puree, white distilled vinegar, cornstarch, dried garlic, roasted onions, roasted red peppers, carrots, celery, sea salt, spices, onions, cilantro, garlic, paprika, leek juice concentrate, dried tomato, dried green pepper, lime juice concentrate.",255,g,1 entree,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Tue Feb 06 00:00:00 EST 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
344998,Kellogg Company US,18627106067,"water, plantains (plantains, soybean oil), amaranth polenta (water, amaranth, milled corn, sea salt, ancho chili, onion puree, cane sugar, spices, cilantro, garlic, sesame seeds, paprika [color], cornstarch), cooked black beans, roasted sweet potatoes, tomatoes (ground tomatoes, tomato puree, salt), kale, pumpkin seeds, oats, cane sugar, cornstarch, expeller pressed sunflower oil, rye, hard red wheat, triticale, brown rice, barley, buckwheat, sesame seeds, ancho chili, sea salt, onion puree, dried garlic, spices, cilantro, garlic, paprika (color).",283,g,1 entree,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Thu Jan 25 00:00:00 EST 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
344999,Kellogg Company US,18627106081,"water, cooked black beans, kashi seven whole grain and sesame pilaf (whole: oats, brown rice, rye, hard red wheat, triticale, barley, buckwheat, sesame seeds), carrots, red bell peppers, roasted red onion, roasted green bell peppers, mangos, expeller pressed sunflower oil, cornstarch, cane sugar, jalapeno peppers, mango juice concentrate, apple juice concentrate, cilantro, ginger puree (ginger, water), mango puree concentrate, sea salt, lime juice concentrate, dried garlic.",283,g,1 entree,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Thu Jan 25 00:00:00 EST 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
345001,Kashi US,18627329053,"crust (crust mix with kashi seven whole grains & sesame blend [wheat gluten, whole oat flour, oat fiber, oat syrup solids, barley malt extract, whole triticale flour, brown rice flour, whole hard red wheat flour, whole rye flour, salt, whole barley flour, whole buckwheat flour, sesame seeds], water, wheat flour, white whole wheat flour,  ground flax seed, extra virgin olive oil, barley fiber, yeast, wheat starch, garlic powder), cheese blend (mozzarella cheese [pasteurized part-skim cow's milk, cheese cultures, salt, enzymes], white cheddar cheese [pasteurized milk, cheese cultures, salt, enzymes, calcium chloride], cheddar cheese [pasteurized milk, cheese cultures, salt, enzymes, calcium chloride, annatto color], asiago cheese [pasteurized part-skim cow's milk, cheese cultures, salt, microbial rennet]), sauce (tomatoes [tomatoes, tomato puree, citric acid], roasted red bell pepper pesto [roasted red bell peppers, expeller-pressed canola oil, parmesan cheese (pasteurized part-skim cow's milk, cheese culture, salt, enzymes), balsamic vinegar, basil, sea salt, granulated garlic, black pepper, cayenne pepper], tomatoes [tomatoes, citric acid], dried cane syrup, salt, spice, cornstarch), spinach, roasted red bell peppers, red bell peppers, feta cheese (pasteurized cow's milk, cheese culture, salt, enzymes), roasted red onion, red onion.",120,g,1/3 pizza,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Fri Jan 13 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
345039,Kellogg Company US,28989096685,"textured vegetable protein (wheat gluten, soy protein concentrate, water for hydration), water, corn oil, inulin from chicory root,  contains two percent or less of spices, salt, dextrose, natural flavors, maltodextrin, autolyzed yeast extract, hydrolyzed soy protein, hydrolyzed corn protein, caramel color, sugar, paprika (for color), garlic powder, modified corn starch, yeast extract, malic acid, tricalcium phosphate, ascorbic acid, niacinamide, onion powder, skim milk, egg whites, iron (ferrous sulfate), hydrolyzed torula and brewerâ€™s yeast, soy lecithin, thiamin mononitrate (vitamin b1), hydrolyzed wheat gluten, pyridoxine hydrochloride (vitamin b6), riboflavin (vitamin b2), vitamin b12.",55,g,2/3 cup,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Tue Nov 07 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
345040,Kellogg Company US,28989100191,"english muffin (water, whole wheat flour, wheat flour, fermented wheat flour, degerminated yellow corn meal, yeast, cellulose, soybean oil, wheat gluten, salt, wheat bran, calcium propionate [preservative], inactive dry yeast, barley malt syrup, caramel color, malted barley flour, natural and artificial flavor, unsalted butter, soy lecithin), veggie sausage patty (water, wheat gluten, soy protein concentrate, corn oil, soy flour, egg whites, sodium caseinate, modified tapioca starch, lactose, soybean oil (with tbhq for freshness), soy protein isolate, spices, autolyzed yeast extract, natural and artificial flavors, methylcellulose, sodium tripolyphosphate, salt, hydrolyzed wheat gluten, disodium inosinate, caramel color, modified corn starch, whey, hydrolyzed corn gluten, hydrolyzed soy protein, potassium chloride, red bell peppers, dextrose, onion powder, disodium guanylate, tetrasodium pyrophosphate, hydrolyzed wheat protein, sodium hexametaphosphate, succinic acid, niacinamide, monosodium phosphate, lactic acid, brewer's yeast, torula yeast, soy lecithin, iron (ferrous sulfate), magnesium carbonate, vitamin b1 (thiamin mononitrate), vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), vitamin b12), baked egg patty (whole eggs, nonfat milk, modified food starch, water, salt, xanthan gum, black pepper extract, citric acid [preservative], soy lecithin), pasteurized process cheddar cheese (cheddar cheese [cultured milk, salt, enzymes], water, cream, sodium phosphates, salt, annatto extract for color, paprika extract for color, enzymes).",105,g,1 sandwich,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Thu Jan 25 00:00:00 EST 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
345041,Kellogg Company US,28989100382,"water, cooked chickpeas (water, chickpeas), cooked brown rice (water, brown rice), onion, corn oil, whole grain oats, soy flour, spinach, egg whites, wheat gluten, calcium caseinate (from milk), diced tomatoes, contains two percent or less of dried garlic, soy protein concentrate, onion powder, cornstarch, sugar, canola oil, soy protein isolate, salt, hydrolyzed corn protein, spices, natural flavors, yeast extract, hydrolyzed wheat protein, garlic powder, hydrolyzed soy protein, xanthan gum, thiamin hydrochloride, dextrose, corn syrup solids, jalapeno pepper, autolyzed yeast extract, citric acid, vinegar, caramel color, gum acacia, lemon juice, paprika extract (for color), paprika (for color).",117,g,1 burger,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Fri Apr 07 00:00:00 EDT 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
345042,Kellogg Company US,28989100412,"water, cooked black beans (black beans, water), cooked brown rice (water, brown rice), onions, whole kernel corn, corn oil, soy protein concentrate, egg whites, diced tomatoes, wheat gluten, bulgur wheat, green chiles, onion powder, calcium caseinate (from milk), cornstarch, contains two percent or less of dextrose, tomato juice, salt, yeast extract, tomato powder, hydrolyzed vegetable protein (corn gluten, wheat gluten, soy protein), garlic powder, citric acid, spices, paprika (color), modified corn starch, turmeric (color), soy sauce (soybeans, wheat, salt), natural and artificial flavors, jalapeno pepper, disodium inosinate, disodium guanylate, xanthan gum, thiamin hydrochloride, caramel color, lactic acid.",43,g,1 burger,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Tue Nov 07 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
345043,Kellogg Company US,28989100450,"chickpeas, kale, water, spinach, roasted red bell peppers, asiago cheese (pasteurized part-skim milk, cheese cultures, salt, enzymes), cream, contains two percent or less of butter (cream, salt), chablis wine (wine, salt), parmesan cheese (part-skim milk, cheese cultures, salt, enzymes), cornstarch, extra virgin olive oil, onion, red bell pepper, carrots, celery, salt, garlic puree, lemon juice, natural flavor, canola oil, dehydrated tomato, dehydrated garlic, dehydrated green bell pepper, leek juice concentrate.",241,g,1 entree,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Thu Dec 14 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
345044,Kellogg Company US,28989100474,"water, tomatoes (tomatoes, tomato juice, calcium chloride, citric acid), long grain brown rice, corn tortilla (ground corn treated with lime, water, guar gum, xanthan gum, cellulose gum), white cheddar cheese (pasteurized milk, cheese cultures, salt, enzymes), cooked black beans (black beans, water), fire roasted tomatillos, red bell peppers, whole kernel corn, fire roasted poblano peppers, roasted red onions, onions, canola oil. contains 2% or less of spices, cornstarch, soy flour, wheat gluten, red jalapeno peppers, tomato paste (tomatoes), salt, green jalapeno peppers, soy protein concentrate, corn oil, lime juice concentrate, cane sugar, garlic, inulin, yeast extract, natural flavor, vinegar, dried garlic, powdered cellulose, black malt powder, paprika (color), soy sauce (water, soybeans, salt, wheat), sea salt, garlic powder, onion powder, onion juice concentrate, tomato powder, citric acid, niacinamide, xanthan gum, iron (ferrous sulfate), nonfat milk, egg whites, vitamin b1 (thiamin mononitrate), vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), vitamin b12.",255,g,1 entree,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Thu Jan 25 00:00:00 EST 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
345045,Kellogg Company US,28989100573,"water, bleached wheat flour, enriched flour (wheat flour, niacin, reduced iron, vitamin b1 [thiamin mononitrate], vitamin b2 [riboflavin], folic acid), corn oil, soy protein concentrate, soy protein isolate, contains two percent or less of wheat starch, cornstarch, wheat gluten, yellow corn flour, dextrose, salt, methylcellulose, modified corn starch, sugar, natural and artificial flavors, yeast extract, spices, potassium chloride, autolyzed yeast extract, dried yeast, disodium inosinate, soybean oil, onion powder, hydrolyzed soy protein, paprika (color), hydrolyzed corn protein, chicory root fiber, xanthan gum, garlic powder, caramel color, baking soda, sunflower oil, sodium alginate, cellulose gum, paprika extract (color), annatto extract (color), disodium guanylate, lactic acid, citric acid, vitamin b1 (thiamin hydrochloride), sodium acid pyrophosphate, sodium gluconate, barley extract, niacinamide, nonfat milk, egg whites, iron (ferrous sulfate), vitamin b1 (thiamin mononitrate), vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), vitamin b12.",71,g,1 patty,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Tue Nov 07 00:00:00 EST 2017,Mon Apr 01 00:00:00 EDT 2019,United States,
345046,Kellogg Company US,28989100641,"water, cooked black beans (black beans, water), cooked brown rice (water, brown rice), onion, whole kernel corn, corn oil, soy protein concentrate, egg whites, diced tomatoes, wheat gluten, bulgur wheat, green chiles, onion powder, calcium caseinate (from milk), cornstarch, contains two percent or less of tomato juice, salt, yeast extract, spices, dextrose, tomato powder, hydrolyzed vegetable protein (corn gluten, wheat gluten, soy protein), garlic powder, jalapeno pepper, citric acid, natural and artificial flavors, paprika, modified corn starch, soy sauce (soybeans, wheat, salt), xanthan gum, disodium inosinate, disodium guanylate, vitamin b1 (thiamin hydrochloride), caramel color, lactic acid.",67,g,1 burger,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Tue Feb 06 00:00:00 EST 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
345047,Kellogg Company US,28989100665,"water, cooked black beans (black beans, water), cooked brown rice (water, brown rice), onion, whole kernel corn, corn oil, soy protein concentrate, egg whites, diced tomatoes, wheat gluten, bulgur wheat, green chiles, onion powder, calcium caseinate (from milk), cornstarch, contains two percent or less of tomato juice, salt, yeast extract, spices, dextrose, tomato powder, hydrolyzed vegetable protein (corn gluten, wheat gluten, soy protein), garlic powder, jalapeno pepper, citric acid, natural and artificial flavors, paprika, modified corn starch, soy sauce (soybeans, wheat, salt), xanthan gum, disodium inosinate, disodium guanylate, vitamin b1 (thiamin hydrochloride), caramel color, lactic acid.",67,g,1 burger,Vegetable Based Products / Meals - Not Ready to Eat (Frozen),GDSN,Tue Feb 06 00:00:00 EST 2018,Mon Apr 01 00:00:00 EDT 2019,United States,
